Client ID,Issued on,Paid on,Concept,Sale type,Membership,Subtotal (Excluding taxes),% Taxes,VAT Charged €,Total €,Method of payment
244,01/09/2023,01/09/2023 19:23,Light 1/2023,Memberships,Light,53.72,21.00%,11.28,65,Card payment
183,01/16/2023,01/09/2023 20:27,Light 1/2023,Memberships,Light,53.72,21.00%,11.28,65,Card payment
92,01/05/2023,01/10/2023 19:13,Open Box 1/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Card payment
112,01/01/2023,01/10/2023 19:22,Light  01/2023,Memberships,Light,53.72,21.00%,11.28,65,Pay with RedSys POS
166,01/11/2023,01/11/2023 08:07,Morning Fitness 1/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
183,01/11/2023,01/11/2023 12:37,Light 1/2023,Memberships,Light,53.72,21.00%,11.28,65,Card payment
183,01/01/2023,01/11/2023 12:41,Light  01/2023,Memberships,Light,53.72,21.00%,11.28,65,Card payment
245,01/12/2023,01/12/2023 19:37,Vitamin 1/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Cash payment
246,01/12/2023,01/12/2023 21:10,Light 1/2023,Memberships,Light,53.72,21.00%,11.28,65,Card payment
248,01/13/2023,01/13/2023 10:10,Light 1/2023,Memberships,Light,32.93,21.00%,6.91,39.84,Cash payment
61,01/13/2023,01/13/2023 10:20,Light 1/2023,Memberships,Light,53.72,21.00%,11.28,65,Cash payment
61,01/13/2023,01/13/2023 10:22,Light 1/2023,Memberships,Light,32.93,21.00%,6.91,39.84,Cash payment
247,01/15/2023,01/15/2023 11:37,Morning Fitness 1/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
192,01/16/2023,01/16/2023 08:37,Morning Fitness 1/2023,Memberships,Morning Fitness,27.73,21.00%,5.82,33.55,Card payment
249,01/16/2023,01/16/2023 14:47,On Ramp,Memberships,On Ramp,33.06,21.00%,6.94,40,Card payment
250,01/16/2023,01/16/2023 14:49,On Ramp,Memberships,On Ramp,33.06,21.00%,6.94,40,Card payment
252,01/16/2023,01/16/2023 19:39,Matricula descuento,Memberships,Matricula descuento,19.83,21.00%,4.17,24,Card payment
252,01/16/2023,01/16/2023 19:39,Fitness 1/2023,Memberships,Fitness,49.05,21.00%,10.3,59.35,Card payment
253,01/16/2023,01/16/2023 20:52,Vitamin 1/2023,Memberships,Vitamin,36.26,21.00%,7.61,43.87,Card payment
254,01/16/2023,01/16/2023 20:55,Vitamin 1/2023,Memberships,Vitamin,36.26,21.00%,7.61,43.87,Card payment
255,01/17/2023,01/17/2023 15:02,Light 1/2023,Memberships,Light,27.99,21.00%,5.88,33.87,Card payment
22,01/17/2023,01/17/2023 17:28,Bonus (Familiares directos | Inicial),Memberships,Bonus,77.27,21.00%,16.23,93.5,Card payment
175,01/18/2023,01/18/2023 18:07,Light 1/2023,Memberships,Light,26.12,21.00%,5.49,31.61,Card payment
256,01/19/2023,01/19/2023 10:22,Morning Fitness 1/2023,Memberships,Morning Fitness,22.53,21.00%,4.73,27.26,Card payment
211,01/23/2023,01/23/2023,vitamin,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
211,01/23/2023,01/23/2023 10:00,Vitamin 1/2023,Memberships,Vitamin,20.4,21.00%,4.28,24.68,Card payment
213,01/23/2023,01/23/2023,FITNESS,Memberships,Fitness,85.54,21.00%,17.96,103.5,Direct debit
258,01/25/2023,01/25/2023 08:58,Vitamin 1/2023,Memberships,Vitamin,15.86,21.00%,3.33,19.19,Card payment
72,01/29/2023,01/29/2023,FULL OPEN,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
105,01/29/2023,01/29/2023,FULL OPEN,Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
37,01/29/2023,01/29/2023,FULL OPEN,Memberships,Full Open,65.45,21.00%,13.75,79.2,Direct debit
50,01/29/2023,01/29/2023,FULL OPEN,Memberships,Full Open,65.45,21.00%,13.75,79.2,Direct debit
106,01/29/2023,01/29/2023,FULL OPEN,Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
164,01/29/2023,01/29/2023,FULL OPEN,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
91,01/29/2023,01/29/2023,FULL OPEN,Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
184,01/29/2023,01/29/2023,OPEN BOX,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
145,01/29/2023,01/29/2023,LIGHT,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
201,01/29/2023,01/29/2023,MORNING,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
117,01/29/2023,01/29/2023,LIGHT,Memberships,Light,52.07,21.00%,10.93,63,Direct debit
167,01/29/2023,01/29/2023,LIGHT,Memberships,Light,52.07,21.00%,10.93,63,Direct debit
175,01/29/2023,01/29/2023,LIGHT,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
210,01/29/2023,01/29/2023,LIGHT,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
128,01/29/2023,01/29/2023,LIGHT,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
125,01/29/2023,01/29/2023,FITNESS,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
163,01/29/2023,01/29/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
247,01/29/2023,01/29/2023,MORNING FITNESS,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
65,01/29/2023,01/29/2023,HEALTHY,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
101,01/29/2023,01/29/2023,HEALTHY,Memberships,Healthy,70.66,21.00%,14.84,85.5,Direct debit
234,01/29/2023,01/29/2023,MORNING FITNESS,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
252,01/29/2023,01/29/2023,FITNESS,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
205,01/29/2023,01/29/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
148,01/29/2023,01/29/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
254,01/29/2023,01/29/2023,VITAMIN,Memberships,Vitamin,63.22,21.00%,13.28,76.5,Direct debit
198,01/29/2023,01/29/2023,MORNING FITNESS,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
131,01/29/2023,01/29/2023,HEALTHY,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
85,01/29/2023,01/29/2023,OPEN BOX,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
121,01/29/2023,01/29/2023,FITNESS,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
227,01/29/2023,01/29/2023,LIGHT,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
64,01/29/2023,01/29/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
8,01/29/2023,01/29/2023,MORNING LIGHT,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
173,01/29/2023,01/29/2023,FITNESS,Memberships,Fitness,85.54,21.00%,17.96,103.5,Direct debit
89,01/29/2023,01/29/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
149,01/29/2023,01/29/2023,HEALTHY,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
241,01/29/2023,01/29/2023,VITAMIN,Memberships,Vitamin,63.22,21.00%,13.28,76.5,Direct debit
240,01/29/2023,01/29/2023,VITAMIN,Memberships,Vitamin,63.22,21.00%,13.28,76.5,Direct debit
25,01/29/2023,01/29/2023,OPEN BOX,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
195,01/29/2023,01/29/2023,MORNING LIGHT,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
146,01/29/2023,01/29/2023,MORNING LIGHT,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
169,01/29/2023,01/29/2023,MORNING FITNESS,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
244,01/29/2023,01/29/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
7,01/29/2023,01/29/2023,MORNING FITNESS,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
99,01/29/2023,01/29/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
256,01/29/2023,01/29/2023,MORNING FITNESS,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
207,01/29/2023,01/29/2023,LIGHT,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
179,01/29/2023,01/29/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
157,01/29/2023,01/29/2023,LIGHT,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
102,01/29/2023,01/29/2023,FITNESS,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
193,01/29/2023,01/29/2023,MORNING FITNESS,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
181,01/29/2023,01/29/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
115,01/30/2023,01/30/2023,HEALTHY,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
144,01/30/2023,01/30/2023,MORNIG LIGHT,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
174,01/30/2023,01/30/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
137,02/01/2023,01/30/2023,Healthy 2/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
228,12/15/2022,01/30/2023,Morning Fitness 12/2022,Memberships,Morning Fitness,31.73,21.00%,6.66,38.39,Direct debit
228,01/30/2023,01/30/2023,MORNING FITNESS,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
216,01/30/2023,01/30/2023,HEALTHY,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
77,01/30/2023,01/30/2023,HEALTHY,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
151,01/30/2023,01/30/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
9,01/30/2023,01/30/2023,FITNESS,Memberships,Fitness,85.54,21.00%,17.96,103.5,Direct debit
147,01/30/2023,01/30/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
202,01/30/2023,01/30/2023,LIGHT,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
132,01/30/2023,01/30/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
95,01/30/2023,01/30/2023,MORNING FITNESS,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
61,02/01/2023,01/30/2023,Morning Fitness 2/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
214,01/30/2023,01/30/2023,LIGHT,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
168,01/30/2023,01/30/2023,VITAMIN,Memberships,Vitamin,63.22,21.00%,13.28,76.5,Direct debit
28,01/30/2023,01/30/2023,FITNESS,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
186,01/30/2023,01/30/2023,LIGHT,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
118,01/30/2023,01/30/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
119,01/30/2023,01/30/2023,HEALTHY,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
253,01/30/2023,01/30/2023,VITAMIN,Memberships,Vitamin,63.22,21.00%,13.28,76.5,Direct debit
113,01/30/2023,01/30/2023,OPEN,Memberships,Open Box,65.29,21.00%,13.71,79,Direct debit
158,01/30/2023,01/30/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
47,01/30/2023,01/30/2023,VITAMIN,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
222,01/30/2023,01/30/2023,MORNING FITNESS,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
208,01/30/2023,01/30/2023,light,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
154,02/01/2023,01/30/2023,Light | Descuento Trimestral 2/2023,Memberships,Light | Descuento Trimestral,145.04,21.00%,30.46,175.5,Direct debit
238,01/30/2023,01/30/2023,Full Open 1/2023 - 2/2023,Memberships,Full Open,70.25,21.00%,14.75,85,Direct debit
225,01/01/2023,01/30/2023 13:54,Light  01/2023,Memberships,Light,53.72,21.00%,11.28,65,Card payment
130,01/30/2023,01/30/2023 14:39,Full Open 1/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Card payment
259,01/30/2023,01/30/2023 18:38,Morning Fitness 1/2023,Memberships,Morning Fitness,57.83,21.00%,12.14,69.97,Card payment
56,01/30/2023,01/30/2023,Light 1/2023 - 2/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
260,01/30/2023,01/30/2023 20:47,Bonus,Memberships,Bonus,41.32,21.00%,8.68,50,Card payment
53,02/01/2023,01/31/2023,Vitamin 2/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
21,02/01/2023,01/31/2023,Full Fitness 2/2023 - 2/2023 (Familiares directos),Memberships,Full Fitness,96.69,21.00%,20.31,117,Direct debit
178,01/31/2023,01/31/2023,Morning Fitness 1/2023 - 2/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
261,02/01/2023,01/31/2023 17:28,Light 2/2023 - 2/2023,Memberships,Light,53.72,21.00%,11.28,65,Card payment
262,02/01/2023,01/31/2023 18:01,Light 2/2023 - 2/2023,Memberships,Light,53.72,21.00%,11.28,65,Card payment
183,01/31/2023,01/31/2023,LIGHT,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
263,01/31/2023,01/31/2023,Light 1/2023 - 2/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
184,02/01/2023,02/01/2023,Open Box  02/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
229,02/01/2023,02/01/2023,Morning Fitness 02/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
203,02/01/2023,02/01/2023,Morning Fitness 02/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
193,02/01/2023,02/01/2023,Morning Fitness 02/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
259,02/01/2023,02/01/2023 09:09,Morning Fitness 02/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
178,02/01/2023,02/01/2023,Morning fitness Trimestral 2/2023,Memberships,Morning fitness Trimestral,145.04,21.00%,30.46,175.5,Direct debit
246,02/01/2023,02/01/2023,Vitamin 2/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
58,02/01/2023,02/01/2023,Fitness 02/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
235,02/01/2023,02/01/2023 18:11,Open Box  02/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Card payment
264,02/01/2023,02/01/2023,Light 2/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
257,02/01/2023,02/01/2023,Light 2/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
265,02/01/2023,02/01/2023 21:04,Bonus,Memberships,Bonus,33.06,21.00%,6.94,40,Card payment
154,02/01/2023,02/02/2023,Vitamin | Descuento Trimestral 2/2023,Memberships,Vitamin  Descuento Trimestral,182.98,21.00%,38.42,221.4,Direct debit
224,02/02/2023,02/02/2023 11:36,Light 2/2023,Memberships,Light,57.85,21.00%,12.15,70,Card payment
92,02/01/2023,02/02/2023 18:43,Full Open  02/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Card payment
245,02/01/2023,02/02/2023 19:31,Healthy 2/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Cash payment
192,02/01/2023,02/02/2023 19:53,Morning Fitness 02/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Pay with RedSys POS
88,02/01/2023,02/03/2023 08:29,Morning Fitness 02/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
,02/01/2023,02/03/2023 08:42,Fitness 02/2023 (FCSE,,,,,,,
266,02/03/2023,02/03/2023 19:33,Fitness 2/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Card payment
258,02/01/2023,02/04/2023 01:38,Vitamin  02/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Pay with RedSys POS
63,02/04/2023,02/04/2023 12:41,Vitamin 2/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
267,02/04/2023,02/04/2023 14:42,Full Open 2/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Cash payment
268,02/05/2023,02/05/2023 10:48,Bonus,Memberships,Bonus,90.91,21.00%,19.09,110,Cash payment
90,02/01/2023,02/05/2023,Vitamin  02/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
269,02/06/2023,02/06/2023 11:18,Morning Fitness 2/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
236,02/01/2023,02/06/2023,Open Box  02/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
231,02/01/2023,02/06/2023,Vitamin 2/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
230,02/01/2023,02/06/2023 17:50,Vitamin  02/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Pay with RedSys POS
112,02/01/2023,02/07/2023 13:06,Light  02/2023,Memberships,Light,57.85,21.00%,12.15,70,Pay with RedSys POS
250,02/07/2023,02/07/2023 13:28,Light 2/2023,Memberships,Light,57.85,21.00%,12.15,70,Card payment
249,02/07/2023,02/07/2023 13:30,Morning Fitness 2/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
250,02/07/2023,02/07/2023 13:31,Morning Fitness 2/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
270,02/07/2023,02/07/2023 18:08,Open Box 2/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Card payment
86,02/01/2023,02/07/2023 20:09,Vitamin | Descuento Trimestral 07/02/2023,Memberships,Vitamin  Descuento Trimestral,182.98,21.00%,38.42,221.4,Card payment
80,02/01/2023,02/07/2023,Light  02/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
271,02/09/2023,02/09/2023 08:01,Fitness 2/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Card payment
272,02/09/2023,02/09/2023 08:05,Morning Fitness 2/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
126,02/01/2023,02/10/2023 09:00,Light  02/2023,Memberships,Light,57.85,21.00%,12.15,70,Card payment
126,02/10/2023,02/10/2023,light,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
273,02/13/2023,02/13/2023,Vitamin 2/2023,Memberships,Vitamin,40.14,21.00%,8.43,48.57,Direct debit
255,02/01/2023,02/14/2023 13:45,Light  02/2023,Memberships,Light,28.93,21.00%,6.07,35,Card payment
274,02/15/2023,02/15/2023 19:40,Light 2/2023,Memberships,Light,28.93,21.00%,6.07,35,Card payment
275,02/18/2023,02/18/2023 12:37,Light 2/2023,Memberships,Light,22.73,21.00%,4.77,27.5,Card payment
276,02/20/2023,02/20/2023,LIGHT,Memberships,Light,53.72,21.00%,11.28,65,Direct debit
276,02/20/2023,02/20/2023 10:09,Light 2/2023,Memberships,Light,18.6,21.00%,3.9,22.5,Card payment
275,02/26/2023,02/26/2023,Light 2/2023 - 3/2023,Memberships,Light,53.72,21.00%,11.28,65,Direct debit
223,03/01/2023,02/28/2023,Vitamin | Descuento Trimestral 3/2023,Memberships,Vitamin  Descuento Trimestral,182.98,21.00%,38.42,221.4,Direct debit
201,02/28/2023,02/28/2023,MORNING FITNESS,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
277,02/28/2023,02/28/2023 16:59,Fitness 2/2023 - 3/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Card payment
278,03/01/2023,03/01/2023,Light,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
145,03/01/2023,03/01/2023,Light  03/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
,03/01/2023,03/01/2023,Fitness 03/2023 (FCSE,,,,,,,
64,03/01/2023,03/01/2023,Vitamin  03/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
117,03/01/2023,03/01/2023,Light  03/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
278,03/01/2023,03/01/2023 08:19,Light 3/2023,Memberships,Light,53.72,21.00%,11.28,65,Card payment
102,03/01/2023,03/01/2023,Fitness 03/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
213,03/01/2023,03/01/2023,Fitness 03/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
184,03/01/2023,03/01/2023,Open Box  03/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
222,03/01/2023,03/01/2023,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
184,03/01/2023,03/01/2023,Open Box  03/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
183,03/01/2023,03/01/2023,Light  03/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
167,03/01/2023,03/01/2023,Light  03/2023 (Familiares directos),Memberships,Light,52.07,21.00%,10.93,63,Direct debit
125,03/01/2023,03/01/2023,Fitness 03/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
175,03/01/2023,03/01/2023,Light  03/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
105,03/01/2023,03/01/2023,Full Open  03/2023 (PARTNER ),Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
128,03/01/2023,03/01/2023,Light  03/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
163,03/01/2023,03/01/2023,Vitamin  03/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
247,03/01/2023,03/01/2023,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
65,03/01/2023,03/01/2023,Healthy 03/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
238,03/01/2023,03/01/2023,Full Open  03/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
192,03/01/2023,03/01/2023 10:03,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Pay with RedSys POS
63,03/01/2023,03/01/2023,Vitamin  03/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
101,03/01/2023,03/01/2023,Healthy 03/2023 (Familiares directos),Memberships,Healthy,70.66,21.00%,14.84,85.5,Direct debit
164,03/01/2023,03/01/2023,Full Open  03/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
236,03/01/2023,03/01/2023,Open Box  03/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
252,03/01/2023,03/01/2023,Fitness 03/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
50,03/01/2023,03/01/2023,Full Open  03/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
203,03/01/2023,03/01/2023,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
37,03/01/2023,03/01/2023,Full Open  03/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
205,03/01/2023,03/01/2023,Vitamin  03/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
148,03/01/2023,03/01/2023,Vitamin  03/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
88,03/01/2023,03/01/2023,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
229,03/01/2023,03/01/2023,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
91,03/01/2023,03/01/2023,Full Open  03/2023 (PARTNER ),Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
254,03/01/2023,03/01/2023,Vitamin  03/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
227,03/01/2023,03/01/2023,Light  03/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
8,03/01/2023,03/01/2023,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
53,03/01/2023,03/01/2023,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
121,03/01/2023,03/01/2023,Fitness 03/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
246,03/01/2023,03/01/2023,Vitamin  03/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
90,03/01/2023,03/01/2023,Vitamin  03/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
25,03/01/2023,03/01/2023,Open Box  03/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
85,03/01/2023,03/01/2023,Open Box  03/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
231,03/01/2023,03/01/2023,Vitamin  03/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
270,03/01/2023,03/01/2023,Open Box  03/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
131,03/01/2023,03/01/2023,Healthy 03/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
173,03/01/2023,03/01/2023,Fitness 03/2023 (Familiares directos),Memberships,Fitness,85.54,21.00%,17.96,103.5,Direct debit
193,03/01/2023,03/01/2023,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
234,03/01/2023,03/01/2023,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
58,03/01/2023,03/01/2023,Fitness 03/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
149,03/01/2023,03/01/2023,Healthy 03/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
263,03/01/2023,03/01/2023,Light  03/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
249,03/01/2023,03/01/2023,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
256,03/01/2023,03/01/2023,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
250,03/01/2023,03/01/2023,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
244,03/01/2023,03/01/2023,Vitamin  03/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
179,03/01/2023,03/01/2023,Vitamin  03/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
240,03/01/2023,03/01/2023,Vitamin  03/2023 (Familiares directos),Memberships,Vitamin,63.22,21.00%,13.28,76.5,Direct debit
7,03/01/2023,03/01/2023,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
78,03/01/2023,03/01/2023,Healthy 03/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
241,03/01/2023,03/01/2023,Vitamin  03/2023 (Familiares directos),Memberships,Vitamin,63.22,21.00%,13.28,76.5,Direct debit
99,03/01/2023,03/01/2023,Vitamin  03/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
9,03/01/2023,03/01/2023,Fitness 03/2023 (Familiares directos),Memberships,Fitness,85.54,21.00%,17.96,103.5,Direct debit
157,03/01/2023,03/01/2023,Light  03/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
169,03/01/2023,03/01/2023,Morning Fitness 03/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
72,03/01/2023,03/01/2023,Full Open  03/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
